,CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S,ID_FINCA_ZONA
6103,19,35284,86,12,475-490,59,0,0,1,0.0,2440.0,475.0,15.0,"5517,544062",35284_86
6104,19,18094,86,12,475-490,59,1,0,1,0.0,611.136,475.0,15.0,"5517,544062",18094_86
6105,19,75428,86,12,475-490,59,1,0,1,0.0,1832.832,475.0,15.0,"5517,544062",75428_86
6106,19,55260,86,12,475-490,59,0,0,1,0.0,578.88,475.0,15.0,"5517,544062",55260_86
6107,19,66349,86,12,475-490,59,0,0,1,0.0,108.432,475.0,15.0,"5517,544062",66349_86
6108,19,97845,86,12,475-490,59,0,0,1,0.0,277.3,475.0,15.0,"5517,544062",97845_86
6109,19,200,86,12,475-490,59,0,0,1,0.0,392.688,475.0,15.0,"5517,544062",200_86
6110,19,9594,86,15,475-490,59,0,0,1,0.0,1133.6,475.0,15.0,"5517,544062",9594_86
6111,19,17034,86,12,475-490,59,0,0,1,0.0,7586.4,475.0,15.0,"5517,544062",17034_86
6112,19,74722,86,12,475-490,59,0,0,1,0.0,3850.0,475.0,15.0,"5517,544062",74722_86
6113,19,77616,86,12,475-490,17,0,0,1,0.0,1260.0,475.0,15.0,"5517,544062",77616_86
6114,19,16282,86,12,475-490,59,1,0,1,0.0,3316.032,475.0,15.0,"5517,544062",16282_86
6115,19,24392,86,12,475-490,40,1,0,1,0.0,5339.874,475.0,15.0,"5517,544062",24392_86
6116,19,23630,86,12,475-490,17,0,0,1,0.0,6937.14,475.0,15.0,"5517,544062",23630_86
6117,19,21215,86,12,475-490,17,0,0,1,0.0,1022.86,475.0,15.0,"5517,544062",21215_86
6118,19,35719,86,12,475-490,40,1,0,1,0.0,11590.0,475.0,15.0,"5517,544062",35719_86
6119,19,23812,86,12,475-490,59,1,0,1,0.0,2136.134,475.0,15.0,"5517,544062",23812_86
6120,19,22976,757,12,460-480,32,1,0,1,0.0,13890.0,460.0,20.0,"5517,544062",22976_757
6121,19,54397,757,12,460-480,87,0,0,0,0.0,406.8,460.0,20.0,"5517,544062",54397_757
6122,19,2874,757,12,460-480,87,0,0,0,0.0,488.16,460.0,20.0,"5517,544062",2874_757
6123,19,15443,757,12,460-480,87,0,0,0,0.0,1505.04,460.0,20.0,"5517,544062",15443_757
6124,19,91251,757,12,460-480,59,0,0,1,0.0,1060.0,460.0,20.0,"5517,544062",91251_757
6125,19,81717,757,12,460-480,17,0,0,1,0.0,1280.0,460.0,20.0,"5517,544062",81717_757
6126,19,8982,757,12,460-480,17,0,0,1,0.0,2460.0,460.0,20.0,"5517,544062",8982_757
6127,19,8982,757,12,460-480,17,1,0,1,0.0,2700.0,460.0,20.0,"5517,544062",8982_757
6128,19,54823,757,12,460-480,59,0,0,1,0.0,2470.0,460.0,20.0,"5517,544062",54823_757
6129,19,17068,757,12,460-480,68,0,0,0,0.0,2090.0,460.0,20.0,"5517,544062",17068_757
6130,19,20186,757,12,460-480,17,0,0,1,0.0,3883.6,460.0,20.0,"5517,544062",20186_757
6131,19,45533,757,12,460-480,17,0,0,1,0.0,1436.4,460.0,20.0,"5517,544062",45533_757
6132,19,75464,757,12,460-480,81,0,0,1,0.0,3110.0,460.0,20.0,"5517,544062",75464_757
6133,19,95961,757,12,460-480,17,0,0,1,0.0,1364.0,460.0,20.0,"5517,544062",95961_757
6134,19,12970,757,12,460-480,17,0,0,1,0.0,2046.0,460.0,20.0,"5517,544062",12970_757
6135,19,91543,757,12,460-480,32,0,0,1,0.0,1056.4,460.0,20.0,"5517,544062",91543_757
6136,19,5380,757,12,460-480,32,0,0,1,0.0,4503.6,460.0,20.0,"5517,544062",5380_757
6137,19,30409,757,12,460-480,15,1,0,1,0.0,2704.68,460.0,20.0,"5517,544062",30409_757
6138,19,75037,757,12,460-480,15,1,0,1,0.0,4125.32,460.0,20.0,"5517,544062",75037_757
6139,19,97661,462,19,500-550,68,0,0,0,0.0,14520.0,500.0,50.0,"5517,544062",97661_462
6140,19,4907,468,12,570-640,9,1,0,0,0.0,10720.0,570.0,70.0,"5517,544062",4907_468
6141,19,25015,468,7,570-640,32,0,0,1,0.0,703.766,570.0,70.0,"5517,544062",25015_468
6142,19,25015,468,7,570-640,32,1,0,1,0.0,12153.27,570.0,70.0,"5517,544062",25015_468
6143,19,57191,468,7,570-640,32,1,0,1,0.0,22500.0,570.0,70.0,"5517,544062",57191_468
6144,19,41027,468,7,570-640,32,0,0,1,0.0,486.234,570.0,70.0,"5517,544062",41027_468
6145,19,41027,468,7,570-640,32,1,0,1,0.0,8396.73,570.0,70.0,"5517,544062",41027_468
6146,19,35689,732,7,550-630,68,0,0,0,0.0,2588.841,550.0,80.0,"5517,544062",35689_732
6147,19,38557,732,7,550-630,59,0,0,1,0.0,1150.0,550.0,80.0,"5517,544062",38557_732
6148,19,98995,732,7,550-630,68,0,0,0,0.0,2543.477,550.0,80.0,"5517,544062",98995_732
6149,19,98995,732,7,550-630,17,0,0,1,0.0,810.0,550.0,80.0,"5517,544062",98995_732
6150,19,31622,732,7,550-630,59,1,0,1,0.0,3364.284,550.0,80.0,"5517,544062",31622_732
6151,19,71788,732,7,550-630,59,1,0,1,0.0,2118.347,550.0,80.0,"5517,544062",71788_732
6152,19,86229,732,7,550-630,59,1,0,1,0.0,851.235,550.0,80.0,"5517,544062",86229_732
6153,19,47874,732,7,550-630,17,0,0,1,0.0,2590.0,550.0,80.0,"5517,544062",47874_732
6154,19,47874,732,7,550-630,59,0,0,1,0.0,1250.0,550.0,80.0,"5517,544062",47874_732
6155,19,31890,732,7,550-630,68,0,0,0,0.0,5177.682,550.0,80.0,"5517,544062",31890_732
6156,19,42448,732,7,550-630,9,1,0,0,0.0,3440.0,550.0,80.0,"5517,544062",42448_732
6157,19,85407,732,7,550-630,59,0,0,1,0.0,2787.505,550.0,80.0,"5517,544062",85407_732
6158,19,85407,732,7,550-630,59,1,0,1,0.0,2367.47,550.0,80.0,"5517,544062",85407_732
6159,19,51311,732,7,550-630,59,0,0,1,0.0,862.495,550.0,80.0,"5517,544062",51311_732
6160,19,51311,732,7,550-630,59,1,0,1,0.0,732.53,550.0,80.0,"5517,544062",51311_732
6161,19,99108,732,7,550-630,52,1,0,1,0.0,3300.0,550.0,80.0,"5517,544062",99108_732
6162,19,52845,732,15,550-630,59,0,0,1,0.0,1680.0,550.0,80.0,"5517,544062",52845_732
6163,19,18642,732,7,550-630,59,0,0,1,0.0,1340.0,550.0,80.0,"5517,544062",18642_732
6164,19,26443,585,15,570-580,17,0,0,1,0.0,2010.0,570.0,10.0,"5517,544062",26443_585
6165,19,82727,585,7,570-580,17,0,0,1,0.0,3490.0,570.0,10.0,"5517,544062",82727_585
6166,19,3184,585,15,570-580,59,0,0,1,0.0,3332.0,570.0,10.0,"5517,544062",3184_585
6167,19,94553,585,15,570-580,32,1,0,1,0.0,19960.0,570.0,10.0,"5517,544062",94553_585
6168,19,94553,585,15,570-580,59,1,0,1,0.0,26340.0,570.0,10.0,"5517,544062",94553_585
6169,19,73443,585,7,570-580,17,1,0,1,0.0,4280.0,570.0,10.0,"5517,544062",73443_585
6170,19,56227,585,15,570-580,17,1,0,1,0.0,6200.0,570.0,10.0,"5517,544062",56227_585
6171,19,49541,585,7,570-580,68,0,0,0,0.0,12610.0,570.0,10.0,"5517,544062",49541_585
6172,19,49541,585,7,570-580,87,1,0,0,0.0,19040.0,570.0,10.0,"5517,544062",49541_585
6173,19,40129,585,15,570-580,17,0,0,1,0.0,880.0,570.0,10.0,"5517,544062",40129_585
6174,19,69608,585,15,570-580,92,0,0,0,0.0,2950.0,570.0,10.0,"5517,544062",69608_585
6175,19,95396,585,15,570-580,68,0,0,0,0.0,3280.0,570.0,10.0,"5517,544062",95396_585
6176,19,18082,585,15,570-580,32,1,0,1,0.0,17440.0,570.0,10.0,"5517,544062",18082_585
6177,19,86901,585,15,570-580,52,0,0,1,0.0,745.535,570.0,10.0,"5517,544062",86901_585
6178,19,86901,585,15,570-580,52,1,0,1,0.0,4564.84,570.0,10.0,"5517,544062",86901_585
6179,19,917,585,15,570-580,59,0,0,1,0.0,3468.0,570.0,10.0,"5517,544062",917_585
6180,19,9209,501,12,460-500,59,1,0,1,0.0,3350.27,460.0,40.0,"5517,544062",9209_501
6181,19,52835,501,12,460-500,59,1,0,1,0.0,3670.8,460.0,40.0,"5517,544062",52835_501
6182,19,8986,501,12,460-500,59,1,0,1,0.0,1973.72,460.0,40.0,"5517,544062",8986_501
6183,19,15328,501,12,460-500,59,1,0,1,0.0,1907.22,460.0,40.0,"5517,544062",15328_501
6184,19,18408,501,12,460-500,59,1,0,1,0.0,2397.99,460.0,40.0,"5517,544062",18408_501
6185,19,26730,501,12,460-500,17,0,0,1,0.0,672.0,460.0,40.0,"5517,544062",26730_501
6186,19,9613,299,12,440-450,55,1,0,1,0.0,6100.0,440.0,10.0,"5517,544062",9613_299
6187,19,91179,299,12,440-450,9,1,0,0,0.0,9376.29,440.0,10.0,"5517,544062",91179_299
6188,19,91179,299,12,440-450,17,1,0,1,0.0,7599.189,440.0,10.0,"5517,544062",91179_299
6189,19,98646,299,12,440-450,9,1,0,0,0.0,12080.0,440.0,10.0,"5517,544062",98646_299
6190,19,59892,299,12,440-450,9,1,0,0,0.0,11413.71,440.0,10.0,"5517,544062",59892_299
6191,19,59892,299,12,440-450,17,1,0,1,0.0,52811.34,440.0,10.0,"5517,544062",59892_299
6192,19,19740,299,12,440-450,32,1,0,1,0.0,2060.0,440.0,10.0,"5517,544062",19740_299
6193,19,19740,299,12,440-450,17,1,0,1,0.0,10470.0,440.0,10.0,"5517,544062",19740_299
6194,19,50386,299,12,440-450,40,1,0,1,0.0,2459.91,440.0,10.0,"5517,544062",50386_299
6195,19,69033,299,12,440-450,40,1,0,1,0.0,2450.09,440.0,10.0,"5517,544062",69033_299
6196,19,61845,299,12,440-450,59,0,0,1,0.0,2148.48,440.0,10.0,"5517,544062",61845_299
6197,19,95959,299,12,440-450,17,0,0,1,0.0,3140.0,440.0,10.0,"5517,544062",95959_299
6198,19,26954,299,12,440-450,59,0,0,1,0.0,6445.44,440.0,10.0,"5517,544062",26954_299
6199,19,95661,299,12,440-450,59,0,0,1,0.0,2596.08,440.0,10.0,"5517,544062",95661_299
6200,19,21798,134,12,455-465,59,0,0,1,0.0,5418.15,455.0,10.0,"5517,544062",21798_134
6201,19,67767,134,12,455-465,52,1,0,1,0.0,9060.0,455.0,10.0,"5517,544062",67767_134
6202,19,23942,134,12,455-465,81,0,0,1,0.0,4030.0,455.0,10.0,"5517,544062",23942_134
6203,19,27546,134,12,455-465,32,1,0,1,0.0,4110.0,455.0,10.0,"5517,544062",27546_134
6204,19,3494,134,12,455-465,59,0,0,1,0.0,731.85,455.0,10.0,"5517,544062",3494_134
6205,19,27224,134,12,455-465,40,1,0,1,0.0,4450.0,455.0,10.0,"5517,544062",27224_134
6206,19,88841,134,12,455-465,52,0,0,1,0.0,4620.0,455.0,10.0,"5517,544062",88841_134
6207,19,99377,134,12,455-465,52,1,0,1,0.0,1840.0,455.0,10.0,"5517,544062",99377_134
6208,19,43129,134,12,455-465,59,0,0,1,0.0,2300.0,455.0,10.0,"5517,544062",43129_134
6209,19,13303,134,12,455-465,32,1,0,1,0.0,4790.0,455.0,10.0,"5517,544062",13303_134
6210,19,58685,134,12,455-465,52,1,0,1,0.0,2373.546,455.0,10.0,"5517,544062",58685_134
6211,19,70172,134,12,455-465,40,1,0,1,0.0,9526.65,455.0,10.0,"5517,544062",70172_134
6212,19,53135,134,12,455-465,40,1,0,1,0.0,659.19,455.0,10.0,"5517,544062",53135_134
6213,19,50647,134,12,455-465,40,1,0,1,0.0,1419.215,455.0,10.0,"5517,544062",50647_134
6214,19,98346,134,12,455-465,40,1,0,1,0.0,3294.445,455.0,10.0,"5517,544062",98346_134
6215,19,75379,134,12,455-465,40,1,0,1,0.0,150.5,455.0,10.0,"5517,544062",75379_134
6216,19,58948,134,12,455-465,17,0,0,1,0.0,448.0,455.0,10.0,"5517,544062",58948_134
6217,19,32730,134,12,455-465,59,1,0,1,0.0,10050.0,455.0,10.0,"5517,544062",32730_134
6218,19,9932,134,12,455-465,52,1,0,1,0.0,6220.0,455.0,10.0,"5517,544062",9932_134
6219,19,76361,134,12,455-465,59,1,0,1,0.0,3584.736,455.0,10.0,"5517,544062",76361_134
6220,19,57203,134,12,455-465,59,0,0,1,0.0,615.065,455.0,10.0,"5517,544062",57203_134
6221,19,28134,134,12,455-465,59,0,0,1,0.0,3742.277,455.0,10.0,"5517,544062",28134_134
6222,19,6732,134,12,455-465,59,0,0,1,0.0,321.816,455.0,10.0,"5517,544062",6732_134
6223,19,12592,134,12,455-465,59,0,0,1,0.0,166.155,455.0,10.0,"5517,544062",12592_134
6224,19,91435,134,12,455-465,59,0,0,1,0.0,188.309,455.0,10.0,"5517,544062",91435_134
6225,19,80461,134,12,455-465,59,0,0,1,0.0,796.378,455.0,10.0,"5517,544062",80461_134
6226,19,19148,134,12,455-465,81,0,0,1,0.0,350.0,455.0,10.0,"5517,544062",19148_134
6227,19,70604,134,12,455-465,81,1,0,1,0.0,6510.0,455.0,10.0,"5517,544062",70604_134
6228,19,13708,134,12,455-465,52,1,0,1,0.0,5177.668,455.0,10.0,"5517,544062",13708_134
6229,19,21394,134,12,455-465,52,1,0,1,0.0,1562.332,455.0,10.0,"5517,544062",21394_134
6230,19,48720,134,12,455-465,59,1,0,1,0.0,1673.136,455.0,10.0,"5517,544062",48720_134
6231,19,5276,134,12,455-465,59,0,0,1,0.0,1330.0,455.0,10.0,"5517,544062",5276_134
6232,19,73540,134,12,455-465,59,1,0,1,0.0,2411.856,455.0,10.0,"5517,544062",73540_134
6233,19,29666,134,12,455-465,59,1,0,1,0.0,6310.0,455.0,10.0,"5517,544062",29666_134
6234,19,5548,134,12,455-465,59,1,0,1,0.0,2199.312,455.0,10.0,"5517,544062",5548_134
6235,19,26807,134,12,455-465,17,1,0,1,0.0,3150.0,455.0,10.0,"5517,544062",26807_134
6236,19,72387,134,12,455-465,59,1,0,1,0.0,3090.96,455.0,10.0,"5517,544062",72387_134
6237,19,69939,134,12,455-465,40,1,0,1,0.0,4290.0,455.0,10.0,"5517,544062",69939_134
6238,19,97945,441,12,455-470,59,0,0,1,0.0,2722.5,455.0,15.0,"5517,544062",97945_441
6239,19,71520,441,12,455-470,9,1,0,0,0.0,968.0,455.0,15.0,"5517,544062",71520_441
6240,19,64919,441,12,455-470,59,1,0,1,0.0,7140.0,455.0,15.0,"5517,544062",64919_441
6241,19,66010,441,12,455-470,59,0,0,1,0.0,4350.0,455.0,15.0,"5517,544062",66010_441
6242,19,89842,441,12,455-470,17,0,0,1,0.0,1725.0,455.0,15.0,"5517,544062",89842_441
6243,19,21481,441,12,455-470,52,1,0,1,0.0,765.0,455.0,15.0,"5517,544062",21481_441
6244,19,98871,441,12,455-470,52,1,0,1,0.0,765.0,455.0,15.0,"5517,544062",98871_441
6245,19,90537,441,12,455-470,59,1,0,1,0.0,3609.506,455.0,15.0,"5517,544062",90537_441
6246,19,60878,441,12,455-470,17,1,0,1,0.0,2280.0,455.0,15.0,"5517,544062",60878_441
6247,19,17343,441,12,455-470,59,1,0,1,0.0,1699.36,455.0,15.0,"5517,544062",17343_441
6248,19,10117,441,12,455-470,59,1,0,1,0.0,2861.134,455.0,15.0,"5517,544062",10117_441
6249,19,30057,441,12,455-470,59,0,0,1,0.0,137.12,455.0,15.0,"5517,544062",30057_441
6250,19,86237,441,12,455-470,17,0,0,1,0.0,352.995,455.0,15.0,"5517,544062",86237_441
6251,19,1022,441,12,455-470,17,1,0,1,0.0,2500.0,455.0,15.0,"5517,544062",1022_441
6252,19,55644,441,12,455-470,52,1,0,1,0.0,5360.0,455.0,15.0,"5517,544062",55644_441
6253,19,63209,441,12,455-470,17,0,0,1,0.0,740.0,455.0,15.0,"5517,544062",63209_441
6254,19,63209,441,12,455-470,17,1,0,1,0.0,4360.0,455.0,15.0,"5517,544062",63209_441
6255,19,11456,441,12,455-470,17,0,0,1,0.0,4846.446,455.0,15.0,"5517,544062",11456_441
6256,19,11456,441,12,455-470,59,0,0,1,0.0,859.36,455.0,15.0,"5517,544062",11456_441
6257,19,98571,441,12,455-470,17,0,0,1,0.0,500.0,455.0,15.0,"5517,544062",98571_441
6258,19,70658,441,12,455-470,17,0,0,1,0.0,1123.554,455.0,15.0,"5517,544062",70658_441
6259,19,39939,441,12,455-470,87,1,0,0,0.0,8590.0,455.0,15.0,"5517,544062",39939_441
6260,19,85049,441,12,455-470,59,0,0,1,0.0,1480.0,455.0,15.0,"5517,544062",85049_441
6261,19,82511,441,12,455-470,59,0,0,1,0.0,5840.0,455.0,15.0,"5517,544062",82511_441
6262,19,42915,441,12,455-470,40,0,0,1,0.0,530.0,455.0,15.0,"5517,544062",42915_441
6263,19,31234,441,12,455-470,17,1,0,1,0.0,1830.0,455.0,15.0,"5517,544062",31234_441
6264,19,11208,441,12,455-470,40,1,0,1,0.0,28440.0,455.0,15.0,"5517,544062",11208_441
6265,19,67974,441,12,455-470,40,1,0,1,0.0,7898.0,455.0,15.0,"5517,544062",67974_441
6266,19,46130,441,12,455-470,59,0,0,1,0.0,567.0,455.0,15.0,"5517,544062",46130_441
6267,19,91517,441,12,455-470,59,0,0,1,0.0,693.0,455.0,15.0,"5517,544062",91517_441
6268,19,38764,441,12,455-470,59,0,0,1,0.0,603.52,455.0,15.0,"5517,544062",38764_441
6269,19,56834,441,12,455-470,32,1,0,1,0.0,7370.0,455.0,15.0,"5517,544062",56834_441
6270,19,11559,441,12,455-470,17,0,0,1,0.0,1048.55,455.0,15.0,"5517,544062",11559_441
6271,19,6307,441,12,455-470,17,0,0,1,0.0,2716.214,455.0,15.0,"5517,544062",6307_441
6272,19,96038,441,12,455-470,17,0,0,1,0.0,749.322,455.0,15.0,"5517,544062",96038_441
6273,19,26094,441,12,455-470,17,0,0,1,0.0,783.752,455.0,15.0,"5517,544062",26094_441
6274,19,91249,441,12,455-470,40,1,0,1,0.0,6462.0,455.0,15.0,"5517,544062",91249_441
6275,19,62778,441,19,455-470,81,0,0,1,0.0,760.0,455.0,15.0,"5517,544062",62778_441
6276,19,77107,441,12,455-470,17,0,0,1,0.0,2177.22,455.0,15.0,"5517,544062",77107_441
6277,19,53079,441,12,455-470,17,0,0,1,0.0,3910.0,455.0,15.0,"5517,544062",53079_441
6278,19,32986,441,12,455-470,17,0,0,1,0.0,171.045,455.0,15.0,"5517,544062",32986_441
6279,19,74812,441,12,455-470,17,0,0,1,0.0,413.91,455.0,15.0,"5517,544062",74812_441
6280,19,96004,441,12,455-470,17,0,0,1,0.0,765.045,455.0,15.0,"5517,544062",96004_441
6281,19,51677,441,12,455-470,59,0,0,1,0.0,1756.491,455.0,15.0,"5517,544062",51677_441
6282,19,47053,441,12,455-470,59,0,0,1,0.0,4250.686,455.0,15.0,"5517,544062",47053_441
6283,19,27410,441,12,455-470,17,0,0,1,0.0,1027.947,455.0,15.0,"5517,544062",27410_441
6284,19,45105,441,12,455-470,17,0,0,1,0.0,1801.608,455.0,15.0,"5517,544062",45105_441
6285,19,71419,441,12,455-470,17,0,0,1,0.0,962.162,455.0,15.0,"5517,544062",71419_441
6286,19,53020,441,12,455-470,15,0,0,1,0.0,229.273,455.0,15.0,"5517,544062",53020_441
6287,19,53020,441,12,455-470,15,1,0,1,0.0,1679.507,455.0,15.0,"5517,544062",53020_441
6288,19,26539,441,12,455-470,15,0,0,1,0.0,1860.727,455.0,15.0,"5517,544062",26539_441
6289,19,26539,441,12,455-470,15,1,0,1,0.0,13630.493,455.0,15.0,"5517,544062",26539_441
6290,19,32660,441,12,455-470,17,0,0,1,0.0,3130.0,455.0,15.0,"5517,544062",32660_441
6291,19,30652,441,12,455-470,52,1,0,1,0.0,4017.972,455.0,15.0,"5517,544062",30652_441
6292,19,98265,441,12,455-470,32,1,0,1,0.0,9660.0,455.0,15.0,"5517,544062",98265_441
6293,19,48615,441,12,455-470,15,1,0,1,0.0,11830.0,455.0,15.0,"5517,544062",48615_441
6294,19,48615,441,12,455-470,81,1,0,1,0.0,11820.0,455.0,15.0,"5517,544062",48615_441
6295,19,3007,441,12,455-470,17,0,0,1,0.0,1740.51,455.0,15.0,"5517,544062",3007_441
6296,19,7104,441,12,455-470,9,1,0,0,0.0,3180.0,455.0,15.0,"5517,544062",7104_441
6297,19,24945,441,12,455-470,32,1,0,1,0.0,4716.234,455.0,15.0,"5517,544062",24945_441
6298,19,42483,441,12,455-470,32,1,0,1,0.0,2559.776,455.0,15.0,"5517,544062",42483_441
6299,19,57864,441,12,455-470,17,0,0,1,0.0,1725.0,455.0,15.0,"5517,544062",57864_441
6300,19,35100,441,12,455-470,32,1,0,1,0.0,6340.0,455.0,15.0,"5517,544062",35100_441
6301,19,79253,441,12,455-470,17,0,0,1,0.0,61.61,455.0,15.0,"5517,544062",79253_441
6302,19,85201,441,12,455-470,17,0,0,1,0.0,330.775,455.0,15.0,"5517,544062",85201_441
6303,19,84380,441,12,455-470,17,0,0,1,0.0,264.62,455.0,15.0,"5517,544062",84380_441
6304,19,65991,441,12,455-470,15,0,0,1,0.0,1210.0,455.0,15.0,"5517,544062",65991_441
6305,19,65991,441,12,455-470,15,1,0,1,0.0,21740.0,455.0,15.0,"5517,544062",65991_441
6306,19,15770,441,12,455-470,32,1,0,1,0.0,2303.99,455.0,15.0,"5517,544062",15770_441
6307,19,26100,441,12,455-470,17,0,0,1,0.0,1725.132,455.0,15.0,"5517,544062",26100_441
6308,19,48453,441,12,455-470,17,0,0,1,0.0,14430.0,455.0,15.0,"5517,544062",48453_441
6309,19,48453,441,12,455-470,17,1,0,1,0.0,3540.0,455.0,15.0,"5517,544062",48453_441
6310,19,13587,441,12,455-470,17,0,0,1,0.0,1194.358,455.0,15.0,"5517,544062",13587_441
6311,19,13199,441,12,455-470,68,0,0,0,0.0,1880.0,455.0,15.0,"5517,544062",13199_441
6312,19,67292,441,12,455-470,43,1,0,0,0.0,1340.0,455.0,15.0,"5517,544062",67292_441
6313,19,42384,441,12,455-470,59,0,0,1,0.0,907.5,455.0,15.0,"5517,544062",42384_441
6314,19,88023,441,12,455-470,9,1,0,0,0.0,792.0,455.0,15.0,"5517,544062",88023_441
6315,19,3316,123,19,500-530,68,0,0,0,0.0,1655.214,500.0,30.0,"5517,544062",3316_123
6316,19,88205,123,19,500-530,87,0,0,0,0.0,1956.5,500.0,30.0,"5517,544062",88205_123
6317,19,77964,123,19,500-530,87,0,0,0,0.0,1053.5,500.0,30.0,"5517,544062",77964_123
6318,19,25887,123,19,500-530,68,0,0,0,0.0,3435.234,500.0,30.0,"5517,544062",25887_123
6319,19,54183,123,19,500-530,87,0,0,0,0.0,4970.0,500.0,30.0,"5517,544062",54183_123
6320,19,68971,123,19,500-530,68,0,0,0,0.0,5139.552,500.0,30.0,"5517,544062",68971_123
6321,19,68971,123,19,500-530,43,1,0,0,0.0,9230.0,500.0,30.0,"5517,544062",68971_123
6322,19,22092,123,19,500-530,59,0,0,1,0.0,4070.0,500.0,30.0,"5517,544062",22092_123
6323,19,90227,123,19,500-530,17,0,0,1,0.0,3350.0,500.0,30.0,"5517,544062",90227_123
6324,19,19949,123,19,500-530,59,0,0,1,0.0,1257.174,500.0,30.0,"5517,544062",19949_123
6325,19,19949,123,19,500-530,59,1,0,1,0.0,6290.0,500.0,30.0,"5517,544062",19949_123
6326,19,31565,123,19,500-530,68,0,0,0,0.0,16984.0,500.0,30.0,"5517,544062",31565_123
6327,19,84287,123,19,500-530,59,0,0,1,0.0,545.166,500.0,30.0,"5517,544062",84287_123
6328,19,38645,123,19,500-530,68,0,0,0,0.0,4246.0,500.0,30.0,"5517,544062",38645_123
6329,19,13040,123,19,500-530,9,1,0,0,0.0,11800.0,500.0,30.0,"5517,544062",13040_123
6330,19,52413,123,19,500-530,92,0,0,0,0.0,5100.0,500.0,30.0,"5517,544062",52413_123
6331,19,63987,64,19,540-570,68,0,0,0,0.0,3434.544,540.0,30.0,"5517,544062",63987_64
6332,19,53833,64,19,540-570,68,0,0,0,0.0,4385.456,540.0,30.0,"5517,544062",53833_64
6333,19,98248,64,19,540-570,87,0,0,0,0.0,2510.0,540.0,30.0,"5517,544062",98248_64
6334,19,13981,64,19,540-570,68,0,0,0,0.0,30780.0,540.0,30.0,"5517,544062",13981_64
6335,19,48223,64,19,540-570,17,1,0,1,0.0,7690.0,540.0,30.0,"5517,544062",48223_64
6336,19,31836,64,19,540-570,87,0,0,0,0.0,5810.0,540.0,30.0,"5517,544062",31836_64
6337,19,3710,64,19,540-570,59,0,0,1,0.0,987.66,540.0,30.0,"5517,544062",3710_64
6338,19,31072,862,15,560-640,23,1,0,1,0.0,2709.59,572.5026288117771,67.33964248159832,"5517,544062",31072_862
6339,19,78460,56,15,560-640,81,1,0,1,0.0,25845.726,572.5026288117771,67.33964248159832,"5517,544062",78460_56
6340,19,66708,52,9,445,40,1,0,1,0.0,4390.0,445.0,0.0,"5517,544062",66708_52
6341,19,42787,203,9,380-395,40,1,0,1,0.0,6264.8,380.0,15.0,"5517,544062",42787_203
6342,19,69470,203,9,380-395,40,1,0,1,0.0,5039.344,380.0,15.0,"5517,544062",69470_203
6343,19,23093,846,9,480-490,40,1,0,1,0.0,16220.0,480.0,10.0,"5517,544062",23093_846
6344,19,23093,846,9,480-490,52,1,0,1,0.0,8569.552,480.0,10.0,"5517,544062",23093_846
6345,19,69730,846,9,480-490,52,1,0,1,0.0,15590.448,480.0,10.0,"5517,544062",69730_846
6346,19,72495,41,9,520,40,1,0,1,0.0,19255.856,520.0,0.0,"5517,544062",72495_41
6347,19,72495,41,9,520,17,1,0,1,0.0,23930.0,520.0,0.0,"5517,544062",72495_41
6348,19,77440,7,9,415-425,59,0,0,1,0.0,3297.294,415.0,10.0,"5517,544062",77440_7
6349,19,67923,7,9,415-425,23,1,0,1,0.0,8260.41,415.0,10.0,"5517,544062",67923_7
6350,19,66451,7,9,415-425,59,0,0,1,0.0,9132.615,415.0,10.0,"5517,544062",66451_7
6351,19,13733,7,9,415-425,59,0,0,1,0.0,4040.091,415.0,10.0,"5517,544062",13733_7
6352,19,71993,983,9,390-450,81,1,0,1,0.0,11294.274,390.0,60.0,"5517,544062",71993_983
6353,19,25104,983,9,390-450,52,1,0,1,0.0,19570.0,390.0,60.0,"5517,544062",25104_983
6354,19,25104,983,9,390-450,59,1,0,1,0.0,27010.0,390.0,60.0,"5517,544062",25104_983
6355,19,96379,50,19,555-580,87,0,0,0,0.0,3950.0,555.0,25.0,"5517,544062",96379_50
6356,19,93922,50,19,555-580,87,1,0,0,0.0,49510.0,555.0,25.0,"5517,544062",93922_50
6357,19,93922,50,19,555-580,59,1,0,1,0.0,20380.0,555.0,25.0,"5517,544062",93922_50
6358,19,59397,50,19,555-580,40,1,0,1,0.0,19360.0,555.0,25.0,"5517,544062",59397_50
6359,19,59397,50,19,555-580,59,1,0,1,0.0,20740.0,555.0,25.0,"5517,544062",59397_50
6360,19,17977,389,9,470,92,0,0,0,0.0,12390.0,470.0,0.0,"5517,544062",17977_389
6361,19,52363,871,19,550-610,59,0,0,1,0.0,4810.0,550.0,60.0,"5517,544062",52363_871
6362,19,48827,871,19,550-610,17,0,0,1,0.0,6360.0,550.0,60.0,"5517,544062",48827_871
6363,19,48827,871,19,550-610,59,0,0,1,0.0,6320.0,550.0,60.0,"5517,544062",48827_871
6364,19,48827,871,19,550-610,40,1,0,1,0.0,38580.0,550.0,60.0,"5517,544062",48827_871
